Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0.031180636,-0.416949331760407,0.0795613527297974,9.74297523498535
0.05073923,0.401396006345749,-0.135792687535286,9.6592264175415
0.070296938,0.0400797799229622,0.31645080447197,9.41994476318359
0.089853918,-0.562911510467529,0.639481842517853,9.98704338073731
0.109411678,-0.218345060944557,0.933799028396606,10.2095756530762
0.128970324,0.324825674295425,1.18983101844788,10.4632148742676
0.148528032,0.781854808330536,1.10608232021332,10.5278215408325
0.168085011,-0.220737889409065,1.08693969249725,11.5160570144653
0.187642772,-1.3094722032547,1.02951192855835,11.7314109802246
0.207201366,-1.8406788110733,0.840478956699371,11.2337045669556
0.226759074,-1.1132607460022,0.503090977668762,11.4179515838623
0.246316053,0.324825674295425,-0.188434779644012,11.5710916519165
0.265873813,0.427717059850693,-0.655035197734833,11.9324083328247
0.285432407,-0.627517759799957,-0.970887780189514,12.0209426879883
0.304990116,-0.96012008190155,-1.12163555622101,12.0424785614014
0.324547095,-0.586839735507965,-1.2197413444519,11.6093769073486
0.344104855,-0.510269403457642,-1.06181502342224,10.5924272537231
0.363663449,-0.77347993850708,-0.810568690299988,9.56112098693848
0.383221157,-0.897906720638275,-0.511465847492218,9.18305492401123
0.402778136,-0.531804859638214,-0.645463883876801,9.16152000427246
0.422335897,-0.471984267234802,-0.741176843643189,9.18305492401123
0.441894491,-0.933799028396606,-0.530608415603638,9.47737216949463
0.461452199,-1.46261286735535,-0.202791720628738,9.89850902557373
0.481009126,-1.55354011058807,0.0101694958284497,9.77647495269775
0.500566886,-1.13240337371826,0.065204419195652,9.22373294830322
0.520125532,-0.639481842517853,0.0436690114438534,9.08973503112793
0.539683188,-0.608375132083893,0.0987039357423782,9.4390869140625
0.559240168,-0.49351966381073,0.189631193876266,9.44147968292236
0.578797928,-0.457627326250076,0.223130717873573,8.97966480255127
0.598356522,-0.799800992012024,0.321236431598663,8.65663433074951
0.61791423,-1.0438688993454,0.407378047704697,8.56331443786621
0.637471157,-1.01994061470032,0.421734988689423,8.71645450592041
0.657028918,-0.864407181739807,0.299701035022736,9.15673446655273
0.676587511,-0.857228696346283,0.232702001929283,9.28355407714844
0.69614522,-1.12043917179108,0.263808697462082,8.94377326965332
0.715702147,-1.20658087730408,0.462412983179092,8.46999359130859
0.735259907,-0.873978495597839,0.701695263385773,8.32881736755371
0.754818501,-0.469591438770294,0.885942578315735,8.72124004364014
0.774376209,-0.550947427749634,0.797408163547516,9.18544769287109
0.793933136,-1.02233350276947,0.622732102870941,9.66879844665527
0.813490897,-1.19700956344605,0.515055060386658,9.8410816192627
0.833049491,-1.05583298206329,0.560518682003021,9.72861862182617
0.852607147,-0.687338292598724,0.663410067558289,9.55872821807861
0.872164126,-0.763908624649048,0.684945464134216,9.39362335205078
0.891721886,-1.10608232021332,0.529412031173706,9.30987453460693
0.911280428,-1.18025982379913,0.199202477931976,9.17109107971191
0.930838136,-0.847657442092896,0.26620152592659,9.52762126922607
0.950395063,-0.804586589336395,0.311665147542954,10.1090774536133
0.969952824,-0.878764092922211,0.335593372583389,10.3914308547974
0.989511418,-0.838086128234863,0.400199592113495,10.3603239059448
1.009069126,-0.306879490613937,0.52462637424469,10.0779705047607
1.028626053,0.152542442083359,0.842871785163879,10.1353988647461
1.048183813,0.0161515530198813,1.03429758548737,10.334002494812
1.067742355,-0.708873689174652,0.577268481254578,10.2981100082397
1.087300063,-0.883549749851227,-0.28175488114357,10.9896364212036
1.106856991,-0.337986201047897,-0.856032311916351,12.2674036026001
1.126414751,-0.0771685317158699,-0.616750061511993,12.489935874939
1.145973345,-0.371485710144043,-0.164506554603577,11.86301612854
1.165531001,-0.491126835346222,-0.0855434089899063,11.5375928878784
1.185087928,-0.292522579431534,-0.46839502453804,11.8175525665283
1.204645688,-0.500698149204254,-0.741176843643189,12.3535451889038
1.224204282,-1.15872430801392,-0.851246654987335,12.6095771789551
1.243761938,-1.05344021320343,-1.1742776632309,12.5736846923828
1.263318918,-0.227916359901428,-1.36570358276367,12.2554397583008
1.282876626,0.243469700217247,-0.99481600522995,11.3102741241455
1.30243522,0.372682124376297,-0.461216568946838,9.83390331268311
1.321992876,0.884746193885803,-0.485144793987274,8.81934642791748
1.341549855,1.14077818393707,-0.834496915340424,8.81934642791748
1.361107563,0.884746193885803,-0.844068169593811,9.27637481689453
1.380666157,0.822532773017883,-0.760319411754608,9.01077175140381
1.400223813,0.839282512664795,-0.762712240219116,8.85523796081543
1.419780741,0.865603566169739,-0.753140926361084,9.22612571716309
1.439338501,0.652642369270325,-0.48993045091629,9.4390869140625
1.458897043,-0.0843469947576523,-0.035294134169817,9.1447696685791
1.478454751,-0.54376894235611,0.402592420578003,8.7571325302124
1.498011678,0.0137587301433086,0.397806763648987,8.60159873962402
1.517569386,0.643071115016937,0.134596273303032,8.58724212646484
1.53712798,0.329611331224442,0.218345060944557,8.42213726043701
1.556685636,-0.582054078578949,0.629910588264465,8.10628509521484
1.576242563,-0.658624410629273,0.82372921705246,7.90050220489502
1.595800324,0.616750061511993,0.55573308467865,8.31924629211426
1.615358866,1.41356003284454,0.101096756756306,9.1447696685791
1.634916574,1.21256291866303,0.103489577770233,9.45105171203613
1.654473501,0.724427044391632,0.31645080447197,8.91266632080078
1.674031209,0.765105068683624,0.467198610305786,8.45085144042969
1.693589803,0.999601662158966,0.404985219240189,8.40538787841797
1.713147459,0.686141908168793,0.239880472421646,8.73320484161377
1.732704386,-0.0939182862639427,0.385842651128769,9.33858871459961
1.752262095,-0.558125853538513,0.799800992012024,9.48933601379395
1.771820688,-0.321236431598663,1.23050904273987,9.32901763916016
1.791378345,0.0783649384975433,1.45543432235718,9.4390869140625
1.810935272,0.317647218704224,1.44107747077942,9.90090179443359
1.83049298,0.188434779644012,1.61814630031586,10.1569337844849
1.850051574,0.209970191121101,1.78564393520355,9.78843879699707
1.86960923,0.437288343906403,1.58943247795105,9.54437160491943
1.889166157,0.78903329372406,1.06301140785217,9.91525840759277
1.908723866,0.78903329372406,0.728016316890717,10.2406826019287
1.928282407,0.94456672668457,0.931406199932098,10.0253286361694
1.947840063,0.932602643966675,1.09172534942627,10.0037937164307
1.967396991,0.303290277719498,0.684945464134216,10.8723878860474
1.986954751,-0.373878538608551,-0.202791720628738,12.7746820449829
2.006513293,-0.14656038582325,-0.937388241291046,13.9256296157837
2.026070949,0.0448654256761074,-0.970887780189514,13.4901361465454
2.045627876,0.387039065361023,-0.724427044391632,12.9110727310181
2.065185584,0.762712240219116,-0.638285458087921,12.6023988723755
2.084744126,0.693320333957672,-1.15992081165314,12.0233354568481
2.104301782,0.492323249578476,-2.01655125617981,11.8989086151123
2.123858709,0.446859627962112,-2.72482681274414,12.1310129165649
2.143416418,0.064008004963398,-2.88514590263367,12.3607234954834
2.162975011,-0.522233545780182,-2.24147653579712,11.9060869216919
2.182532668,-0.613160789012909,-1.27238345146179,10.676176071167
2.202089543,-0.206380948424339,-0.547358155250549,9.13519859313965
2.221647251,0.0807577669620514,-0.365503668785095,7.89571666717529
2.241205845,-0.335593372583389,-0.662213683128357,7.82871770858765
2.260763501,-0.988833963871002,-1.13120687007904,9.10169887542725
2.280320428,-1.27118706703186,-1.3872389793396,10.5756778717041
2.299878084,-0.912263631820679,-1.36809635162354,10.5684995651245
2.319436678,-0.756730139255524,-1.00678014755249,9.36969566345215
2.338994334,-0.515055060386658,-0.700498819351196,8.57288551330566
2.358551209,-0.326022088527679,-0.609571576118469,8.26181793212891
2.378108918,-0.287736922502518,-0.669392108917236,8.03928565979004
2.397667459,-0.065204419195652,-0.891924619674683,7.07019281387329
2.417225116,0.348753899335861,-0.791426062583923,6.07717132568359
2.436782043,-0.21595224738121,-0.779461979866028,6.85962438583374
2.456339751,-0.766301453113556,-0.877567708492279,8.25224685668945
