Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.05285611,-0.128430634737015,-0.0879620015621185,0.0933069214224815
0.072414496,-0.228609591722488,-0.0390942245721817,0.0700947195291519
0.0919721,-0.242048233747482,-0.00855186209082604,0.0444391369819641
0.111528871,-0.190737053751946,-0.0305423624813557,0.0114533863961697
0.131086527,-0.13820418715477,-0.0586413368582726,-0.0239757541567087
0.150644912,-0.072232685983181,-0.0794101431965828,-0.0484096445143223
0.170202516,-0.0196998249739409,-0.0757450610399246,-0.0496313385665417
0.189759287,-0.00259610079228878,0.0122169451788068,0.013896775431931
0.209316943,-0.00503948982805014,0.114839285612106,0.142174705862999
0.228875329,-0.00748287886381149,0.131943002343178,0.192264169454575
0.248432933,-0.0148130459710956,0.10628741979599,0.169051975011826
0.267989652,-0.0123696569353342,0.0757450610399246,0.0945286154747009
0.287547308,-0.0148130459710956,0.045202698558569,0.0297788046300411
0.307105693,-0.0282516852021217,0.0635281130671501,0.0200052484869957
0.326663298,-0.025808297097683,0.0928487852215767,0.0322221927344799
0.346220068,0.00351237179711461,0.0867403075098991,0.0383306667208672
0.365777725,0.0120642334222794,0.053754560649395,0.0200052484869957
0.38533611,-0.00626118434593082,-0.00733016710728407,-0.0154238929972053
0.404893714,-0.0368035472929478,-0.0109952501952648,-0.0325276181101799
0.424450485,-0.0563506595790386,0.0280989743769169,-0.0361927002668381
0.444008141,-0.0612374395132065,0.0403159186244011,-0.0313059203326702
0.463566527,-0.0673459097743034,0.0464243926107883,-0.00565033731982112
0.483124131,-0.0807845517992973,0.0879620015621185,0.0322221927344799
0.502680902,-0.072232685983181,0.119726061820984,0.0407740548253059
0.522238506,-0.0123696569353342,0.0818535313010216,0.00412321882322431
0.541796943,0.0731489583849907,0.0378725305199623,-0.0496313385665417
0.561354548,0.118351653218269,0.0439810007810593,-0.0691784545779228
0.580911266,0.0755923464894295,0.0610847249627113,-0.0386360883712769
0.600468923,0.0206160955131054,0.00733016710728407,-0.0068720318377018
0.620027308,0.0132859274744987,-0.0720799788832665,-0.0129805039614439
0.639584912,0.00595576083287597,-0.0842969194054604,-0.0398577824234962
0.659141683,-0.0392469353973866,-0.0464243926107883,-0.0423011742532253
0.678699339,-0.0868930220603943,-0.0207688063383102,-0.0251974500715733
0.698257725,-0.0905581042170525,-0.0390942245721817,-0.027640838176012
0.717815329,-0.042912021279335,-0.0794101431965828,-0.078952006995678
0.7373721,0.0181727055460215,-0.0806318372488022,-0.126598089933395
0.756929756,0.009620844386518,-0.0574196428060532,-0.11682453751564
0.776488141,-0.124765552580357,-0.120947755873203,-0.0765086188912392
0.796045746,-0.308019727468491,-0.241895511746407,-0.0752869248390198
0.815602516,-0.319014966487885,-0.331079214811325,-0.127819791436195
0.835160173,-0.106440134346485,-0.309088706970215,-0.198678076267242
0.854718558,0.194096714258194,-0.262664318084717,-0.226777046918869
0.874276162,0.399341404438019,-0.205244675278664,-0.169357404112816
0.893832933,0.41522341966629,-0.105065725743771,-0.0655133649706841
0.913390589,0.249072968959808,0.0317640565335751,0.0248920265585184
0.932948975,-0.0306950751692057,0.105065725743771,0.0688730254769325
0.952506579,-0.306798040866852,0.14782503247261,0.0652079433202744
0.97206335,-0.446071207523346,0.182032480835915,0.0432174429297447
0.991621006,-0.409420371055603,0.261442631483078,0.0175618585199118
1.011179391,-0.250600099563599,0.345739543437958,-0.0337493121623993
1.030736996,-0.072232685983181,0.339631080627441,-0.09605573117733
1.050293766,0.064597100019455,0.21501824259758,-0.151031985878944
1.069851423,0.130568608641624,0.0354291424155235,-0.179130956530571
1.08940986,0.0914743766188622,-0.0842969194054604,-0.149810284376144
