Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.060686938,-0.0502421855926514,-0.184475868940353,-0.030084228143096
0.080243918,-0.123543858528137,-0.163707062602043,-0.072843536734581
0.099801678,-0.121100470423698,-0.134386390447617,-0.00198525353334844
0.119360324,-0.0587940476834774,-0.120947755873203,0.0664296373724937
0.138918032,0.00473406631499529,0.0195471122860909,0.0762031972408295
0.158475011,0.0352764278650284,0.268772780895233,0.0224486365914345
0.178032772,0.0474933758378029,0.19180603325367,0.0517693050205708
0.197591366,-0.0734543800354004,-0.119726061820984,0.181268930435181
0.217149074,-0.259151935577393,-0.211353152990341,0.432938009500504
0.236706053,-0.35077902674675,-0.0965138673782349,0.625965714454651
0.256263813,-0.33123192191124,0.120947755873203,0.575876235961914
0.275822407,-0.327566832304001,0.144159957766533,0.445154935121536
0.295380116,-0.35322242975235,0.0354291424155235,0.434159696102142
0.314937095,-0.212727561593056,-0.00855186209082604,0.464702039957047
0.334494855,0.0401632077991962,-0.0280989743769169,0.428051203489304
0.354053449,0.168441131711006,-0.0781884491443634,0.381626814603806
0.373611157,0.155002489686012,-0.0488677807152271,0.402395635843277
0.393168136,0.111021488904953,-0.0158820282667875,0.452485114336014
0.412725897,0.0511584579944611,-0.0488677807152271,0.381626814603806
0.432284491,-0.0148130459710956,-0.0403159186244011,0.259457379579544
0.451842199,-0.00381779531016946,0.0390942245721817,0.209367901086807
0.471399126,0.101247936487198,0.122169449925423,0.250905513763428
0.490956886,0.124460130929947,0.076966755092144,0.296108216047287
0.510515532,0.00106898276135325,-0.0293206684291363,0.276561111211777
0.530073188,-0.0783411636948586,-0.0329857505857945,0.210589587688446
0.549630168,0.0132859274744987,0.0195471122860909,0.170273676514626
0.569187928,0.179436385631561,0.0977355614304543,0.129957750439644
0.588746522,0.260068207979202,0.130721315741539,0.0725381150841713
0.60830423,0.213643833994865,0.0500894747674465,0.0419957488775253
0.627861157,0.13912045955658,-0.0305423624813557,0.0652079433202744
0.647418918,0.153780803084373,0.0354291424155235,0.13973131775856
0.666977511,0.295497357845306,0.142938256263733,0.197150945663452
0.68653522,0.411558330059052,0.125834539532661,0.206924512982368
0.706092147,0.371242433786392,0,0.206924512982368
0.725649907,0.207535356283188,-0.0794101431965828,0.222806543111801
0.745208501,0.0670404881238937,-0.00366508355364203,0.239910259842873
0.764766209,-0.000152711814735085,0.101400643587112,0.22524993121624
0.784323136,-0.0954448878765106,0.0280989743769169,0.178825542330742
0.803880897,-0.161416381597519,-0.1282779276371,0.161721810698509
0.823439491,-0.0844496339559555,-0.123391143977642,0.191042482852936
0.842997147,0.0658187940716744,0.0244338903576136,0.232580095529556
0.862554126,0.152559101581574,0.153933510184288,0.215476363897324
0.882111886,0.0841442123055458,0.124612838029861,0.164165198802948
0.901670428,-0.101553358137608,-0.0610847249627113,0.123849280178547
0.921228136,-0.228609591722488,-0.10628741979599,0.104302167892456
0.940785063,-0.189515367150307,0.0134386401623487,0.0859767496585846
0.960342824,-0.0771194696426392,0.0708582848310471,0.0554343871772289
0.979901418,0.00839914940297604,0,0.0163401644676924
0.999459126,0.0768140405416489,-0.0952921733260155,-0.0068720318377018
1.019016053,0.145228937268257,-0.0904053971171379,-0.0594048947095871
1.038573813,0.175771296024323,-0.0378725305199623,-0.122933007776737
1.058132355,0.109799794852734,-0.0268772803246975,-0.132706567645073
1.077690063,-0.11743538826704,-0.0794101431965828,-0.0618482865393162
1.097246991,-0.316571593284607,-0.205244675278664,-0.0337493121623993
1.116804751,-0.171189948916435,-0.251669079065323,-0.11804623156786
1.136363345,0.134233683347702,-0.10750912129879,-0.154697075486183
1.155921001,0.195318415760994,0.0134386401623487,-0.0862821787595749
1.175477928,0.00351237179711461,0.0171037241816521,-0.0386360883712769
1.195035688,-0.233496367931366,-0.00977355614304543,-0.111937761306763
1.214594282,-0.428967475891113,-0.118504367768765,-0.207229927182198
1.234151938,-0.508377611637116,-0.207688063383102,-0.180352658033371
1.253708918,-0.37521293759346,-0.163707062602043,-0.130263179540634
1.273266626,-0.0600157417356968,-0.0794101431965828,-0.206008240580559
1.29282522,0.197761803865433,-0.076966755092144,-0.292748540639877
1.312382876,0.250294655561447,-0.0500894747674465,-0.234107211232185
1.331939855,0.174549609422684,0.053754560649395,-0.163248926401138
1.351497563,0.0731489583849907,0.076966755092144,-0.175465881824493
1.371056157,-0.0612374395132065,-0.145381644368172,-0.188904508948326
1.390613813,-0.199288919568062,-0.257777541875839,-0.164470627903938
1.410170741,-0.255486875772476,-0.163707062602043,-0.121711313724518
1.429728501,-0.204175695776939,-0.113617591559887,-0.133928254246712
1.449287043,-0.112548604607582,-0.158820286393166,-0.191347897052765
1.468844751,-0.0600157417356968,-0.185697570443153,-0.1608055382967
1.488401678,-0.0123696569353342,-0.118504367768765,-0.030084228143096
1.507959386,0.0328330397605896,-0.0525328628718853,0.00656660785898566
1.52751798,0.0572669319808483,-0.0745233669877052,-0.119267925620079
1.547075636,0.081700824201107,-0.0671931952238083,-0.217003494501114
1.566632563,0.0597103200852871,-0.0598630309104919,-0.144923508167267
1.586190324,-0.0368035472929478,-0.083075225353241,0.0371089726686478
1.605748866,-0.0673459097743034,-0.0684148967266083,0.0737598091363907
1.625306574,0.00839914940297604,-0.113617591559887,-0.0459662564098835
1.644863501,0.130568608641624,-0.172258928418159,-0.125376403331757
1.664421209,0.163554355502129,-0.156376898288727,-0.0765086188912392
1.683979803,0.112243182957172,-0.0928487852215767,-0.0239757541567087
1.703537459,0.0462716780602932,-0.0109952501952648,-0.0642916709184647
1.723094386,-0.0013744062744081,0.0342074483633041,-0.143701821565628
1.742652095,0.0108425384387374,0.0219905003905296,-0.158362150192261
1.762210688,0.0377198196947575,0.0268772803246975,-0.0936123430728912
1.781768345,0.0267245676368475,0.123391143977642,-0.0264191441237927
1.801325272,-0.00503948982805014,0.218683317303658,-0.0313059203326702
1.82088298,-0.00259610079228878,0.167372152209282,-0.0948340371251106
1.840441574,0.0450499840080738,0.0745233669877052,-0.0838387832045555
1.85999923,0.0267245676368475,0.076966755092144,0.013896775431931
1.879556157,-0.103996746242046,0.0916270911693573,0.0835333615541458
1.899113866,-0.163859784603119,0.0879620015621185,0.0285571087151766
1.918672407,-0.0746760740876198,0.111174203455448,-0.0752869248390198
1.938230063,-0.0111479628831148,0.19302773475647,-0.154697075486183
1.957786991,-0.171189948916435,0.194249421358109,-0.232885524630547
1.977344751,-0.50349086523056,0.0134386401623487,-0.292748540639877
1.996903293,-0.646429121494293,-0.217461630702019,-0.296413630247116
2.016460949,-0.490052223205566,-0.361621588468552,-0.311073958873749
2.036017876,-0.317793279886246,-0.265107721090317,-0.227998733520508
2.055575584,-0.127208948135376,0.0806318372488022,-0.0410794764757156
2.075134126,-0.0331384651362896,0.31886225938797,0.128736063838005
2.094691782,-0.278699070215225,0.228456869721413,0.181268930435181
2.114248709,-0.687966704368591,-0.0952921733260155,0.0933069214224815
2.133806418,-0.852895498275757,-0.366508364677429,-0.0899472609162331
2.153365011,-0.540141701698303,-0.366508364677429,-0.195012986660004
2.172922668,0.0963611528277397,-0.0965138673782349,-0.100942507386208
2.192479543,0.636350154876709,0.221126705408096,0.0945286154747009
2.212037251,0.724312126636505,0.322527348995209,0.220363155007362
2.231595845,0.28694549202919,0.19302773475647,0.209367901086807
2.251153501,-0.300689578056335,0.0329857505857945,0.173938751220703
2.270710428,-0.576792538166046,-0.0733016729354858,0.191042482852936
2.290268084,-0.410642057657242,-0.166150450706482,0.233801782131195
2.309826678,-0.0649025216698647,-0.162485376000404,0.230136707425118
2.329384334,0.157445877790451,-0.0183254182338715,0.261900752782822
2.348941209,0.290610581636429,0.152711808681488,0.298551589250565
2.368498918,0.363912254571915,0.138051480054855,0.289999723434448
2.388057459,0.312601089477539,-0.152711808681488,0.227693319320679
2.407615116,0.211200445890427,-0.210131451487541,0.121405892074108
2.427172043,0.153780803084373,0.218683317303658,0.0322221927344799
2.446729751,0.156224191188812,0.366508364677429,-0.0251974500715733
2.466288293,0.162332653999329,-0.0488677807152271,-0.142480120062828
2.485845949,0.150115713477135,-0.288319915533066,-0.210895016789436
2.505402876,0.211200445890427,-0.0171037241816521,-0.113159455358982
2.524960532,0.350473612546921,0.34329617023468,0.049325916916132
2.544519126,0.301605820655823,0.250447362661362,0.0774248912930489
2.56407673,0.0157293174415827,0.0195471122860909,0.0358872748911381
2.583633657,-0.251821786165237,-0.0378725305199623,0.0566560849547386
2.603191366,-0.33367532491684,0.0342074483633041,0.0981936976313591
2.622749907,-0.218836024403572,0.0171037241816521,0.0798682793974876
2.642307563,-0.0734543800354004,-0.083075225353241,0.0529909990727901
2.661864438,-0.0355818532407284,-0.0305423624813557,0.120184198021889
2.681422147,-0.034360159188509,0.0500894747674465,0.195929259061813
2.700980688,-0.0160347409546375,-0.0806318372488022,0.106745555996895
2.720538345,0.103691324591637,-0.274881273508072,-0.0801737010478973
2.74009522,0.231969252228737,-0.262664318084717,-0.0899472609162331
2.759652928,0.207535356283188,-0.0720799788832665,0.0444391369819641
2.77921147,0.0242811776697636,0.0293206684291363,0.116519115865231
2.798769074,-0.211505860090256,-0.0500894747674465,0.063986249268055
2.818326001,-0.454623073339462,-0.112395897507668,0.0151184694841504
2.837883709,-0.537698328495026,-0.1270562261343,0.0334438867866993
2.857442199,-0.332453608512878,-0.1282779276371,0.000458135444205254
2.876999855,0.0413849018514156,-0.0928487852215767,-0.115602843463421
2.896556782,0.388346135616303,-0.0232121963053942,-0.227998733520508
2.916114438,0.515402376651764,0.0464243926107883,-0.281753301620483
2.93567298,0.295497357845306,0.0818535313010216,-0.251210927963257
2.955230636,-0.103996746242046,0.0598630309104919,-0.207229927182198
2.974787511,-0.317793279886246,0.00855186209082604,-0.219446882605553
2.99434522,-0.171189948916435,0.0146603342145681,-0.235328912734985
3.013903709,0.131790295243263,0.105065725743771,-0.177909269928932
3.033461366,0.310157686471939,0.206466376781464,-0.0618482865393162
3.053018241,0.239299416542053,0.21379654109478,0.0481042228639126
3.072575949,-0.0184781290590763,0.0549762547016144,0.0554343871772289
3.092134491,-0.235939756035805,-0.0904053971171379,-0.0264191441237927
3.111692095,-0.238383144140244,-0.109952509403229,-0.0679567605257034
3.13124897,-0.135760799050331,-0.135608091950417,-0.019088976085186
3.150806678,-0.128430634737015,-0.196692824363709,0.0481042228639126
3.17036522,-0.140647575259209,-0.197914510965347,0.057877779006958
3.189922824,-0.0282516852021217,-0.10628741979599,-0.0410794764757156
3.209479699,0.197761803865433,0.0806318372488022,-0.18157434463501
3.229037407,0.349251925945282,0.224791795015335,-0.241437375545502
3.248595897,0.261289924383163,0.139273181557655,-0.213338404893875
3.268153553,-0.0148130459710956,-0.0134386401623487,-0.213338404893875
3.287710428,-0.18096350133419,0.0280989743769169,-0.279309898614883
3.307268084,-0.108883522450924,0.232121959328651,-0.350168198347092
3.326826626,0.0316113457083702,0.248003989458084,-0.366050213575363
3.34638423,0.0707055702805519,-0.0842969194054604,-0.280531615018845
3.365941157,-0.0148130459710956,-0.262664318084717,-0.0435228683054447
3.385498813,-0.0416903272271156,0.108730815351009,0.15927842259407
3.405057355,-0.0148130459710956,0.40560257434845,0.182490617036819
3.424614959,-0.11865708231926,0.226013481616974,0.127514362335205
3.444171834,-0.24571330845356,-0.101400643587112,0.116519115865231
3.463729491,-0.200510606169701,-0.273659586906433,0.15805672109127
