Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0.030502205,-0.859621524810791,1.22333061695099,9.80758190155029
0.050060382,-1.05583298206329,1.29272246360779,9.86500930786133
0.069617882,-1.07497560977936,1.30707931518555,9.75733280181885
0.089176112,-1.12522482872009,1.62053918838501,9.61376285552979
0.108735226,-1.31904351711273,2.13499593734741,9.50608634948731
0.128293455,-1.22333061695099,2.26420831680298,9.67597675323486
0.147850955,-0.802193820476532,1.83828604221344,9.98704338073731
0.167409184,-0.481555551290512,1.27597272396088,10.2957172393799
0.186968299,-0.337986201047897,0.986441135406494,10.3124675750732
0.206526528,-0.49351966381073,0.969691395759583,10.0348997116089
0.226084028,-0.895513892173767,1.16590285301209,9.73101139068604
0.245642257,-1.28793680667877,1.53918313980103,9.47976493835449
0.265201372,-1.42432773113251,1.75932288169861,9.58504962921143
0.284759601,-1.27836549282074,1.75932288169861,9.68794059753418
0.304317049,-0.7926225066185,1.62293195724487,10.0253286361694
0.32387533,-0.203988134860992,1.25443732738495,10.6737833023071
0.343434445,-0.156131684780121,0.988833963871002,10.4129657745361
0.362992674,-0.306879490613937,0.969691395759583,10.2143611907959
0.382550122,-0.194416835904121,0.926620543003082,10.2191476821899
0.402108403,-0.125024989247322,1.06540429592133,10.0253286361694
0.421667518,-0.239880472421646,1.16111719608307,9.79322528839111
0.441225747,-0.0197407864034176,0.905085146427155,9.9942216873169
0.460783247,-0.337986201047897,0.811765074729919,10.0085792541504
0.480341476,-0.448056042194366,1.03429758548737,10.1234340667725
0.499900591,-0.479162722826004,1.39082813262939,9.64726257324219
0.51945882,0.293718993663788,1.33340036869049,9.50608634948731
0.53901632,0.401396006345749,1.29032957553864,9.57547760009766
0.558574601,0.434895515441895,1.11565351486206,9.5802640914917
0.578133716,0.353539556264877,0.878764092922211,9.6400842666626
0.597691945,0.26979073882103,0.510269403457642,10.2622184753418
0.617249393,0.422931402921677,0.359521597623825,10.7216396331787
0.636807674,0.688534736633301,0.653838813304901,10.2263259887695
0.656366789,0.279362052679062,1.15633153915405,9.6999044418335
0.675925018,-0.431306272745132,1.53679037094116,9.81715297698975
0.695482518,0.334396958351135,1.40757787227631,9.54915714263916
0.715040799,1.69112741947174,0.940977513790131,9.1112699508667
0.734599914,1.7222341299057,1.16829562187195,9.06102085113525
0.754158143,1.11685001850128,1.67796683311462,8.84566688537598
0.773715591,0.623928487300873,2.00817632675171,8.79541778564453
0.793273872,0.406181633472443,1.96031999588013,9.15194797515869
0.812833039,0.334396958351135,1.78803670406342,9.79801082611084
0.832391268,0.0448654256761074,1.90289223194122,10.1665048599243
0.851948716,-0.577268481254578,2.36470699310303,9.89133071899414
0.871506997,-0.658624410629273,2.63031029701233,9.66640567779541
0.891066164,0.0999003425240517,2.37427830696106,9.68315505981445
0.910624341,0.530608415603638,2.25942277908325,9.673583984375
0.930181841,0.363110840320587,2.48913383483887,9.21176910400391
0.949740122,0.382253408432007,2.51306200027466,8.8504524230957
0.969299237,0.741176843643189,2.24985146522522,9.25005435943604
0.988857466,0.91346001625061,2.07517552375793,9.75733280181885
1.008414966,0.755533754825592,1.94357013702393,9.68554782867432
1.027973247,0.2410768866539,1.97467684745789,9.68554782867432
1.047532414,-0.254237413406372,1.69232380390167,10.5421781539917
1.067090643,-0.0412761904299259,1.40518510341644,11.3461666107178
1.086648091,0.363110840320587,1.45064878463745,11.3054885864258
1.106206372,0.475573509931564,1.63489603996277,11.0709924697876
1.125765539,0.224327117204666,1.63250327110291,11.3126668930054
1.145323768,0.26021945476532,1.38364970684052,11.6907329559326
1.164881268,0.470787853002548,1.2975081205368,11.5639133453369
1.184439549,0.609571576118469,1.54875445365906,11.0757780075073
1.203998664,0.470787853002548,1.39082813262939,10.5230360031128
1.223556893,0.2410768866539,0.699302434921265,10.6546411514282
1.243114393,0.205184549093246,0.00538385100662708,11.3102741241455
1.262672674,0.384646236896515,-0.473180681467056,11.2121686935425
1.282231841,0.0209371987730265,-0.418145745992661,10.2789678573608
1.30179007,-0.457627326250076,0.065204419195652,9.24766159057617
1.32134757,-0.507876634597778,0.596411049365997,8.27856826782227
1.340905851,-0.400199592113495,0.909870803356171,7.6947193145752
1.360464966,-0.538983285427094,0.993619620800018,7.71864748001099
1.380023195,-0.962512910366058,0.799800992012024,8.32163906097412
1.399580695,-1.59661090373993,0.440877586603165,9.5467643737793
1.419138976,-1.32861483097076,0.0125623187050223,10.9106731414795
1.438698143,-0.440877586603165,-0.0831505879759789,11.0925273895264
1.458256372,0.193220421671867,0.247058942914009,10.154541015625
1.477813872,0.640678286552429,0.601196706295013,8.93180847167969
1.497372153,0.564107954502106,0.859621524810791,8.46760082244873
1.51693132,0.343968242406845,0.972084224224091,8.64706325531006
1.536489549,-0.0963111147284508,1.12522482872009,8.93180847167969
1.556047049,-0.385842651128769,1.33340036869049,9.16391277313232
1.57560533,-0.546161770820618,1.62293195724487,9.3122673034668
1.595164497,-1.05104732513428,1.87417829036713,9.32183837890625
1.614722726,-1.65164577960968,2.04406881332397,9.34337425231934
1.634280226,-1.78085827827454,2.15174579620361,9.39362335205078
1.653838507,-1.15154588222504,2.11346054077148,9.45823001861572
1.673397674,-0.720837831497192,2.33360028266907,9.24766159057617
1.692955903,-0.591625392436981,2.60159635543823,8.99880790710449
1.712513403,-0.321236431598663,2.62313175201416,9.20459079742432
1.732071684,-0.00538385100662708,2.28095817565918,9.75015449523926
1.751630799,0.00179461692459881,2.00099802017212,10.3938236236572
1.77118908,0.107078813016415,1.55114722251892,10.8484592437744
